,part,title,rating,text
266,인문,사피엔스,평점4점,하라리형 의견에 동의합니다
267,인문,사피엔스,평점5점,두께가 장난 아니지만 읽어봐야겠죠.. 호기심이 생깁니다.
268,인문,사피엔스,평점5점,좋습니다~
269,인문,사피엔스,평점5점,굿
270,인문,사피엔스,평점5점,좋아요
271,인문,사피엔스,평점5점,일 시작하면서 삶이 허망하고 머리는 텅텅... 너무 멍청해지는 것 같아서 샀어요.
272,인문,사피엔스,평점5점,두껍지만 생각보다 잘 읽힙니다. 재미도 있어요
273,인문,사피엔스,평점5점,흥미롭게 잘 읽었습니다^^
274,인문,사피엔스,평점5점,꼭 보세요
275,인문,사피엔스,평점5점,정말 명저입니다...
276,인문,사피엔스,평점5점,인간의 여정 대서사시
277,인문,사피엔스,평점5점,소장할만한 가치가 있는 책입니다 추천입니다
278,인문,사피엔스,평점5점,읽기를 미루고 미루다가 금년 첫 책으로 구입했습니다.
279,인문,사피엔스,평점4점,의문이 드는 부분도 있지만 그의 주장이 재밌다
280,인문,사피엔스,평점5점,너무 재미있네요~~
281,인문,사피엔스,평점5점,이렇게 재미있을줄 몰랐네요ㅎ
282,인문,사피엔스,평점5점,강추합니당!!!
283,인문,사피엔스,평점5점,좋은 책이에요 ㅋ^^
284,인문,사피엔스,평점5점,번뜩이는 통찰에 얻어 걸리는 내용이 하늘의 별처럼 많았던 소중한 책.
285,인문,사피엔스,평점4점,새로운 시각에서 쓴 글이라 좋지만 조금 어려워요
286,인문,사피엔스,평점4점,좋은 내용입니다
287,인문,사피엔스,평점4점,너무 유익하고 재미있어요.
288,인문,사피엔스,평점5점,영문으로 읽다가 이해가 100% 되지 않는 부분이 있어서 한국어 판으로 한번더 사서 읽음.
289,인문,사피엔스,평점5점,읽어볼만한 서적
290,인문,사피엔스,평점4점,기대됩니다
291,인문,사피엔스,평점5점,기대했던대로
292,인문,사피엔스,평점5점,4번은 사서본듯 다시 읽습니다
293,인문,사피엔스,평점5점,좋아요
294,인문,사피엔스,평점5점,딸들과 같이 읽으려고 구입했어요
295,인문,사피엔스,평점4점,두꺼워서 읽기가 읽기가 무서웠지만 순식간에 몰입하여 완독하였네요. 유명한 이유가 있네요
296,인문,사피엔스,평점4점,미디어에서 많이 언급되어 구입했습니다.
297,인문,사피엔스,평점5점,책읽어드립니다'에서 보고 읽어싶어 구매했네요..
298,인문,사피엔스,평점4점,다시 한번 읽어 봐야 겠습니다
299,인문,사피엔스,평점5점,말이 필요없는 책이죠^^
300,인문,사피엔스,평점5점,좋아요
301,인문,사피엔스,평점5점,좋습니다
302,인문,사피엔스,평점5점,한동안 가방에서 떠나지 않을 책
